"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CRI","Costa Rica","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2001","2001",,,"0","Units",,,19.3,,
"FIN","Finland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,41.5,,
"GBR","United Kingdom","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,29.4,,
"LVA","Latvia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2002","2002",,,"0","Units",,,18,,
"COL","Colombia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2006","2006",,,"0","Units",,,8.4,,
"COL","Colombia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2003","2003",,,"0","Units",,,12,,
"POL","Poland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,27.4,,
"OAVG","OECD - Average","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,28.3,,
"TUR","Turkey","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,14.9,,
"COL","Colombia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2000","2000",,,"0","Units",,,11.8,,
"LVA","Latvia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2014","2014",,,"0","Units",,,18,,
"CRI","Costa Rica","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2007","2007",,,"0","Units",,,36.8,,
"LTU","Lithuania","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2005","2005",,,"0","Units",,,22,,
"CRI","Costa Rica","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2004","2004",,,"0","Units",,,35.1,,
"LTU","Lithuania","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2013","2013",,,"0","Units",,,24.1,,
"COL","Colombia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2009","2009",,,"0","Units",,,8.4,,
"LVA","Latvia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2013","2013",,,"0","Units",,,23,,
"IND","India","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,12,,
"AUT","Austria","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,30.6,,
"COL","Colombia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2004","2004",,,"0","Units",,,12,,
"LTU","Lithuania","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2008","2008",,,"0","Units",,,17.7,,
"MEX","Mexico","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,42.4,,
"COL","Colombia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2012","2012",,,"0","Units",,,12.1,,
"LTU","Lithuania","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2000","2000",,,"0","Units",,,10.6,,
"KOR","Korea","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,16.3,,
"CRI","Costa Rica","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2010","2010",,,"0","Units",,,38.6,,
"ISR","Israel","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,26.7,,
"CHE","Switzerland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,32,,
"HUN","Hungary","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,10.1,,
"LUX","Luxembourg","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,28.3,,
"GRC","Greece","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,19.7,,
"COL","Colombia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2001","2001",,,"0","Units",,,11.8,,
"LTU","Lithuania","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2011","2011",,,"0","Units",,,19.1,,
"CRI","Costa Rica","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2013","2013",,,"0","Units",,,38.6,,
"CRI","Costa Rica","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2002","2002",,,"0","Units",,,35.1,,
"ESP","Spain","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,41.1,,
"BEL","Belgium","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,39.3,,
"LTU","Lithuania","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2006","2006",,,"0","Units",,,24.8,,
"LVA","Latvia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2008","2008",,,"0","Units",,,20,,
"DEU","Germany","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,36.5,,
"CRI","Costa Rica","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2005","2005",,,"0","Units",,,35.1,,
"LVA","Latvia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2012","2012",,,"0","Units",,,23,,
"CHN","China (People's Republic of)","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,23.6,,
"LVA","Latvia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2011","2011",,,"0","Units",,,23,,
"LVA","Latvia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,18,,
"SVK","Slovak Republic","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,18.7,,
"USA","United States","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,19.4,,
"LTU","Lithuania","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2003","2003",,,"0","Units",,,10.6,,
"LVA","Latvia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2006","2006",,,"0","Units",,,19,,
"CAN","Canada","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,26,,
"LTU","Lithuania","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,23.4,,
"IRL","Ireland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,16.3,,
"LVA","Latvia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2009","2009",,,"0","Units",,,22,,
"CRI","Costa Rica","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2008","2008",,,"0","Units",,,36.8,,
"AUS","Australia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,26.7,,
"ZAF","South Africa","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,42,,
"ITA","Italy","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,31,,
"LVA","Latvia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2000","2000",,,"0","Units",,,17,,
"CRI","Costa Rica","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2014","2014",,,"0","Units",,,33.3,,
"ISL","Iceland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,41.3,,
"CHL","Chile","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,15.8,,
"CRI","Costa Rica","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,33.3,,
"FRA","France","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,26.2,,
"SWE","Sweden","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,43.6,,
"DNK","Denmark","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,37.4,,
"RUS","Russia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,13.6,,
"LVA","Latvia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2001","2001",,,"0","Units",,,17,,
"LVA","Latvia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2007","2007",,,"0","Units",,,20,,
"EST","Estonia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,23.8,,
"LTU","Lithuania","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2012","2012",,,"0","Units",,,24.5,,
"LVA","Latvia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2004","2004",,,"0","Units",,,21,,
"LTU","Lithuania","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2001","2001",,,"0","Units",,,10.6,,
"SVN","Slovenia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,36.7,,
"COL","Colombia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2011","2011",,,"0","Units",,,12.1,,
"CRI","Costa Rica","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2000","2000",,,"0","Units",,,19.3,,
"NOR","Norway","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,39.6,,
"LVA","Latvia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2003","2003",,,"0","Units",,,21,,
"COL","Colombia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2014","2014",,,"0","Units",,,19.9,,
"JPN","Japan","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,9.5,,
"COL","Colombia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2010","2010",,,"0","Units",,,12.7,,
"COL","Colombia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2013","2013",,,"0","Units",,,12.1,,
"COL","Colombia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2007","2007",,,"0","Units",,,8.4,,
"LTU","Lithuania","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2004","2004",,,"0","Units",,,22,,
"CRI","Costa Rica","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2012","2012",,,"0","Units",,,38.6,,
"LTU","Lithuania","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2010","2010",,,"0","Units",,,19.1,,
"BRA","Brazil","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,9.9,,
"LVA","Latvia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2010","2010",,,"0","Units",,,20,,
"CRI","Costa Rica","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2003","2003",,,"0","Units",,,35.1,,
"LTU","Lithuania","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2007","2007",,,"0","Units",,,22.7,,
"CRI","Costa Rica","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2009","2009",,,"0","Units",,,36.8,,
"CRI","Costa Rica","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2006","2006",,,"0","Units",,,38.6,,
"CZE","Czech Republic","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,20,,
"CRI","Costa Rica","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2011","2011",,,"0","Units",,,38.6,,
"LTU","Lithuania","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2009","2009",,,"0","Units",,,19.1,,
"COL","Colombia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2002","2002",,,"0","Units",,,12,,
"COL","Colombia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2008","2008",,,"0","Units",,,8.4,,
"COL","Colombia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2005","2005",,,"0","Units",,,12.1,,
"PRT","Portugal","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,34.8,,
"COL","Colombia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2015","2015",,,"0","Units",,,19.9,,
"AUS","Australia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,28.7,,
"AUT","Austria","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,30.6,,
"BEL","Belgium","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,39.3,,
"CAN","Canada","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,26,,
"CZE","Czech Republic","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,20,,
"DNK","Denmark","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,37.4,,
"FIN","Finland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,41.5,,
"FRA","France","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,26.2,,
"DEU","Germany","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,36.5,,
"GRC","Greece","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,19.7,,
"HUN","Hungary","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,10.1,,
"ISL","Iceland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,47.6,,
"IRL","Ireland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,22.2,,
"ITA","Italy","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,31,,
"JPN","Japan","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,9.5,,
"KOR","Korea","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,17,,
"LUX","Luxembourg","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,28.3,,
"MEX","Mexico","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,42.4,,
"NLD","Netherlands","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,37.3,,
"NZL","New Zealand","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,31.4,,
"NOR","Norway","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,39.6,,
"POL","Poland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,27.4,,
"PRT","Portugal","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,34.8,,
"SVK","Slovak Republic","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,20,,
"ESP","Spain","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,39.1,,
"SWE","Sweden","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,43.6,,
"CHE","Switzerland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,32,,
"TUR","Turkey","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,14.9,,
"GBR","United Kingdom","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,29.6,,
"USA","United States","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,19.2,,
"BRA","Brazil","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,9.9,,
"CHL","Chile","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,15.8,,
"CHN","China (People's Republic of)","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,23.6,,
"COL","Colombia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,19.9,,
"CRI","Costa Rica","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,33.3,,
"EST","Estonia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,23.8,,
"IND","India","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,12,,
"IDN","Indonesia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,17.1,,
"ISR","Israel","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,26.7,,
"LVA","Latvia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,18,,
"LTU","Lithuania","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,21.3,,
"RUS","Russia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,12.7,,
"SVN","Slovenia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,36.7,,
"ZAF","South Africa","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,42,,
"OAVG","OECD - Average","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2016","2016",,,"0","Units",,,28.7,,
